id,user_id,estado,edad,sexo,coordinates,fechaCaptura
268f306f-4c7b-4ab5-93ef-2cae5362b350,4,Robusta,Jóvenes,1,"-90.29167586689708,-0.744908642657388",2024-07-27T15:44:15.789Z
57a97947-5dda-449b-81dc-4c3e85fdb0b1,3,Esquelética,Neonatas,0,"-90.30259695652714,-0.7414317587457945",2024-08-02T05:56:52.427Z
c27d8a75-054a-41de-89a0-777f1f8ec35b,2,Delgada,Adultas,0,"-90.29403376187764,-0.7455831808530788",2024-07-30T01:36:38.405Z
eafdc923-4a17-4fbf-8040-c42306326fef,4,Delgada,Adultas,0,"-90.29624734065835,-0.7435846010151609",2024-08-16T23:08:13.500Z
c0d0c4b5-f358-454c-88fb-a8a134acc284,2,Robusta,Jóvenes,1,"-90.30270081508647,-0.7391169427728786",2024-08-07T03:54:50.525Z
46be684c-5d5b-4c07-b0b4-8d1547e6e73b,2,Saludable,Jóvenes,0,"-90.30112827610206,-0.7378499311108343",2024-07-24T23:33:06.158Z
cdb1e490-ffb3-4549-b1c7-557bdd30eb38,4,Saludable,Jóvenes,0,"-90.29984244160345,-0.7418994499811074",2024-08-03T04:19:18.663Z
e17e8874-b375-4336-96b7-680e1dd7e484,5,Muerta,Ancianas,0,"-90.30560185118193,-0.7369776877308576",2024-07-23T01:58:16.045Z
c1838c45-6688-4d1c-a2c8-d791518a1dc0,2,Esquelética,Jóvenes,0,"-90.29957138994378,-0.7395964816885895",2024-07-30T22:44:23.094Z
29116410-a7a0-4fef-9596-3c14ac4de1c8,1,Delgada,Ancianas,1,"-90.29316058111726,-0.7453667583731212",2024-07-18T02:47:40.029Z
f69f824d-a690-457d-ad54-b5c196a11b10,1,Delgada,Ancianas,0,"-90.30593710011495,-0.7389805321786488",2024-08-03T16:40:41.558Z
98e560e7-9953-4ad3-af55-b1087ffd347d,3,Delgada,Ancianas,0,"-90.29589628978327,-0.74295782530273",2024-08-12T12:44:41.291Z
27db82ed-8613-4cfe-8db5-023fb23b1330,3,Muerta,Adultas,0,"-90.29676928173008,-0.7370010579879699",2024-07-22T22:54:35.418Z
5f05bb7b-94ad-40ed-9109-f7a93ed28558,1,Esquelética,Adultas,0,"-90.30421742812352,-0.7430480709455869",2024-07-19T00:03:50.745Z
edff9651-81be-43e7-9eb3-b63883595000,3,Muerta,Ancianas,0,"-90.30225969838743,-0.7398764632454405",2024-07-27T09:32:31.344Z
e3fd0d62-655e-48fd-842f-9f959818e110,3,Esquelética,Adultas,0,"-90.3035791695819,-0.7420022995470206",2024-08-14T21:52:34.013Z
ce797b50-84c5-451c-a96d-22938f805050,3,Esquelética,Jóvenes,1,"-90.30175776060855,-0.7428505736199994",2024-07-20T16:41:38.618Z
26b97694-0eed-4b27-bd81-2b91d2b0cb15,1,Saludable,Neonatas,1,"-90.2983658814246,-0.7395450022733214",2024-08-04T04:12:05.294Z
222e3d39-caa4-40e5-9da3-5bdd09e239c9,4,Delgada,Adultas,1,"-90.2971181172172,-0.738600262828836",2024-07-22T06:47:16.191Z
94c79163-bdaf-404f-8270-09e3d7c9ce2b,2,Robusta,Adultas,1,"-90.30867282520461,-0.7430698369292271",2024-07-30T09:07:48.729Z
100e3a8e-a5c9-4c6c-ada0-950da78c710f,2,Delgada,Jóvenes,1,"-90.30633741543359,-0.7383888118386848",2024-08-15T00:33:57.408Z
6151c9b6-8e96-4826-a147-42ae2c0f0819,5,Delgada,Ancianas,1,"-90.30574538603283,-0.7369491787877814",2024-07-31T20:17:16.362Z
e9b69ade-0988-4a0e-a7b0-77334c543a55,4,Esquelética,Adultas,1,"-90.29328526435404,-0.74147312391735",2024-08-17T06:37:16.947Z
d6196148-a29f-4245-b422-db8242b821e3,1,Saludable,Adultas,1,"-90.29016228709979,-0.7427476282891216",2024-07-28T20:50:13.993Z
02048a84-f526-4f60-bcd6-147677e062da,4,Robusta,Adultas,1,"-90.30296183599111,-0.739936360335379",2024-07-20T23:25:52.665Z
68c6bde8-57a4-4120-b84b-096482662167,4,Esquelética,Ancianas,0,"-90.29906384059389,-0.7389498312433751",2024-08-09T15:07:28.855Z
1427fd4b-25da-481b-baaf-4b3819c88497,1,Saludable,Jóvenes,0,"-90.29473076308065,-0.7385867330635804",2024-08-17T02:47:05.859Z
5a893e91-5632-4023-9bfb-9407416eb350,1,Robusta,Adultas,1,"-90.29786913120958,-0.7387601717719408",2024-08-17T12:27:22.360Z
b332960f-8f7f-45bf-bc11-e4793ec161ae,4,Muerta,Neonatas,0,"-90.30105712868016,-0.7425219550280885",2024-07-26T09:02:22.204Z
a8f6df83-21a1-4dc3-87a7-603bff7c272d,3,Delgada,Neonatas,1,"-90.30908286605705,-0.742385389202133",2024-07-29T11:27:04.720Z
8ebc89e0-a249-430a-a74b-44e1bc1971ef,1,Saludable,Neonatas,0,"-90.30735567650713,-0.740152574560634",2024-07-19T01:05:54.629Z
67de48c8-1aaf-4d51-9e74-2bb2246548f5,3,Robusta,Jóvenes,1,"-90.29583281844603,-0.7445655967638023",2024-07-29T22:03:45.996Z
8341a8ef-4bb9-4b0e-8abb-15c33cee4672,5,Robusta,Ancianas,0,"-90.29793926607253,-0.7411100378767356",2024-08-14T23:51:00.252Z
4cc71a70-5c7a-44ba-8b18-225f6b83aea2,5,Delgada,Ancianas,1,"-90.29335379897006,-0.7394423816063512",2024-07-21T22:13:50.192Z
329cecf4-35ec-4d70-97eb-6dca3b07d04c,1,Saludable,Neonatas,1,"-90.30045292017196,-0.7400451503673613",2024-08-05T19:33:37.211Z
fbfc17bb-3823-4d59-a26e-1caec7415326,4,Robusta,Ancianas,0,"-90.30905716320318,-0.7418021673640864",2024-07-30T07:23:07.869Z
d856746b-e006-4e93-80bc-a51d6029405f,1,Robusta,Neonatas,0,"-90.2911592870188,-0.7450141500082694",2024-08-09T10:33:14.373Z
57eaf26c-cf2c-4993-8581-96edc352d75d,2,Esquelética,Neonatas,1,"-90.30352922788312,-0.7417034500056643",2024-07-21T00:34:06.301Z
42c0c36e-0195-48db-bbee-5d16a394bd17,1,Robusta,Jóvenes,1,"-90.30421991461117,-0.739175783129359",2024-08-16T06:44:08.936Z
d2ff145f-44cd-42f9-a9b1-78163323b2f5,4,Delgada,Neonatas,0,"-90.29047441136669,-0.7445560778228122",2024-07-29T01:17:58.946Z
68617667-0e16-4179-a8d3-0dc476f36201,5,Saludable,Adultas,0,"-90.30513054865531,-0.7381519043414757",2024-08-07T02:52:31.764Z
4e5169e3-4fb0-49a4-a35f-553a748a61f0,5,Robusta,Jóvenes,0,"-90.30382754349445,-0.7408687175615093",2024-08-06T20:06:58.256Z
4087a672-d151-4430-a1b3-065292f65a46,2,Muerta,Adultas,1,"-90.3023834179174,-0.7401471591488773",2024-08-12T08:20:12.614Z
9341e19e-cf2c-4ac1-8fb1-aec847f8b48e,2,Esquelética,Adultas,1,"-90.30852906643219,-0.7387085850700236",2024-07-30T00:33:13.945Z
e5aa97b2-60ef-4574-80a7-cafc450e9bd4,4,Robusta,Jóvenes,1,"-90.30606480391589,-0.7357058893842949",2024-07-19T11:17:53.678Z
1a893683-2c25-4d8e-a8ab-1e741b65a2c8,5,Saludable,Jóvenes,0,"-90.30573825306224,-0.7375797806366801",2024-08-11T11:38:23.206Z
e8371972-e538-41e2-9634-cc236575f928,3,Robusta,Ancianas,1,"-90.29485572344444,-0.7412724350469534",2024-08-12T07:19:58.008Z
fc13e101-9036-4133-b7fd-69e77aeaf179,4,Robusta,Jóvenes,1,"-90.29470456437484,-0.7419113928396419",2024-08-05T12:43:45.483Z
29bf8e6d-d27d-46fd-8efa-b624c9fa4829,2,Robusta,Ancianas,0,"-90.29427501446527,-0.7438991604105212",2024-08-10T09:06:49.506Z
e7302686-d18f-4890-9e9e-1307be1b841b,4,Robusta,Neonatas,1,"-90.3084192508034,-0.7393698567630447",2024-08-09T03:44:29.099Z
28e5ec45-6ee9-4d59-871f-5dfdae2ee706,3,Muerta,Ancianas,1,"-90.29183883845559,-0.7456954460573995",2024-07-26T04:30:49.434Z
337b6fd0-8665-4f6b-85b2-9eb4246b95a4,5,Robusta,Jóvenes,0,"-90.29771347629233,-0.7404284211371515",2024-08-13T05:21:03.924Z
fdefc21f-15c2-42db-86a2-2ea11a0334df,2,Muerta,Ancianas,1,"-90.29815089244693,-0.7396610167922939",2024-07-18T22:40:44.959Z
a1556f4e-9a53-4ac4-882e-78922d49d9dc,3,Saludable,Neonatas,1,"-90.29682079346212,-0.7411345424881007",2024-07-27T14:43:22.816Z
3c2bbe95-fefc-4f55-8a00-f11a14090fa1,3,Muerta,Jóvenes,1,"-90.29336167364812,-0.7448173289694435",2024-08-07T03:42:03.375Z
3a1a1489-2c38-4670-a54c-e6be1d7991e0,4,Esquelética,Jóvenes,0,"-90.2987302415865,-0.7367489310154361",2024-07-25T09:15:09.513Z
62b01d7f-8330-41c2-b3e1-6f8fb4dde122,4,Muerta,Neonatas,1,"-90.30620510944195,-0.737162404688506",2024-07-27T03:18:15.231Z
08ba5da9-e6c9-47b1-b8a8-69129c9e657a,3,Esquelética,Jóvenes,0,"-90.30784480053715,-0.7384349717925002",2024-08-01T21:47:35.332Z
67ea4012-99bc-4fd1-bc90-7db4aba183be,1,Delgada,Adultas,1,"-90.30260605819669,-0.7442438594912516",2024-07-19T19:25:21.448Z
ae098d7b-017a-4cf0-b37a-444ace7c4259,2,Robusta,Neonatas,0,"-90.2932648714396,-0.7404459487054462",2024-08-11T19:07:51.547Z
dd042215-b2d0-4167-ba93-47285f3b80bb,1,Esquelética,Adultas,0,"-90.29622803993938,-0.7378255389476138",2024-07-21T01:42:19.818Z
d2a66b12-1ec9-4384-93a3-5469da5c646f,4,Esquelética,Jóvenes,0,"-90.30063538819198,-0.7388132892369614",2024-08-09T14:14:18.219Z
12c2de72-fb56-4707-9f02-b56bb013c793,1,Muerta,Ancianas,1,"-90.29065812268139,-0.7446238412224035",2024-08-08T23:18:16.651Z
b594570e-7486-49f5-8699-bd7cdc402c32,2,Robusta,Neonatas,0,"-90.30267939354708,-0.7357524941366782",2024-08-17T04:23:18.945Z
dc254e35-6082-46f3-85a1-2c08c41c291d,3,Muerta,Adultas,1,"-90.29445749299423,-0.7419110740797635",2024-07-27T03:31:12.129Z
cac70aab-ef19-46be-90c1-3106addd1fa3,5,Saludable,Adultas,0,"-90.29559575176664,-0.7423773490600067",2024-08-02T20:07:03.941Z
60a5e3b5-1df0-44c9-8f85-2e9457473677,3,Robusta,Jóvenes,0,"-90.29737011393172,-0.7442026440476166",2024-08-16T06:54:18.519Z
deafbd7a-d7c5-4f35-9489-e9e585c49a8a,3,Delgada,Neonatas,0,"-90.29564074023894,-0.7424081663860309",2024-08-04T18:14:08.147Z
fb1e92ab-e510-4ec4-a745-5bad499da6d2,5,Delgada,Ancianas,0,"-90.30345318773048,-0.7435962858294347",2024-08-18T00:18:10.716Z
b1c8ac7d-bc4a-493f-a456-a1783abc5fad,5,Delgada,Neonatas,1,"-90.29372113715904,-0.7400210508923857",2024-08-01T16:38:54.506Z
961e66f6-047e-4d1b-913c-b066ba8f7746,2,Delgada,Jóvenes,0,"-90.30691458130802,-0.7360214734824397",2024-08-17T16:42:43.233Z
9d9c543f-e058-4eb0-98b8-b7516c5627a0,3,Saludable,Jóvenes,0,"-90.29384762009204,-0.7424070413549932",2024-08-11T20:35:20.108Z
319b7ca3-91d2-4015-8d61-345e8b6b7c34,5,Saludable,Neonatas,0,"-90.29455176035876,-0.741694825845597",2024-08-09T20:46:11.710Z
ad327eb1-a95f-484b-aa64-5843bba69e45,1,Esquelética,Adultas,0,"-90.29562131573978,-0.7422696112835846",2024-07-26T14:23:15.121Z
0ecd4fd1-e8fe-4696-a493-c637f71bf81c,2,Saludable,Ancianas,1,"-90.30006600331501,-0.7410213420548003",2024-08-17T18:13:24.412Z
b6361ed2-43d8-49eb-8f90-7583c954d89a,4,Saludable,Adultas,1,"-90.29984674760586,-0.7412316065132197",2024-07-27T09:43:55.314Z
81586006-f878-4555-86c5-9e547bfb5674,4,Saludable,Neonatas,0,"-90.2898737340241,-0.7449151961493756",2024-07-24T21:25:40.959Z
789569f3-96e8-4a9a-b645-f6beb6b5169a,5,Delgada,Jóvenes,1,"-90.30002651869829,-0.7388736746480412",2024-08-09T16:36:19.196Z
b0d716be-5154-4c0e-a60c-decf290ccf85,3,Esquelética,Ancianas,0,"-90.29184804171098,-0.741140613306284",2024-08-12T23:05:05.198Z
9334e583-fff6-4701-b2e6-90ce76d35205,5,Saludable,Adultas,1,"-90.30229607938688,-0.7400775814678808",2024-08-14T14:32:22.666Z
4433bba5-770f-4a8b-b82a-fa03fc8bd892,1,Esquelética,Adultas,0,"-90.30595086329426,-0.7397249600611299",2024-07-19T04:24:33.916Z
e986dfe3-260d-4f16-84ec-dd86bac2fc40,2,Delgada,Jóvenes,0,"-90.30001203751898,-0.7420862803543381",2024-07-19T05:31:35.887Z
ba8ca292-52ba-4b64-89a6-0858733b291d,4,Robusta,Ancianas,0,"-90.29583363466789,-0.7435390934316288",2024-08-02T19:07:26.428Z
4bd0e438-d273-4cdf-a887-9765df50ca8d,4,Saludable,Adultas,1,"-90.2997649385577,-0.7418298603622419",2024-08-17T18:48:35.458Z
97fbd761-3940-478f-be6a-4e40a7b1e83a,5,Robusta,Ancianas,0,"-90.30469919858425,-0.7369063897078053",2024-08-05T05:37:33.596Z
c429d024-5cd6-4428-baea-53baf622d4a2,2,Esquelética,Adultas,0,"-90.30207328371563,-0.7398850423123152",2024-08-12T23:29:17.410Z
9c7a6c89-2779-45f2-894a-51461ead6f2f,1,Esquelética,Neonatas,0,"-90.30206872063822,-0.7438568537079797",2024-08-05T09:05:49.564Z
7a5c66aa-c5ac-48ee-b5cb-a1cf13c6e7ff,5,Saludable,Adultas,0,"-90.30434887471776,-0.7369667308253344",2024-07-31T21:44:36.960Z
db01d474-78d0-489e-82ef-224ecabeeec7,1,Saludable,Adultas,1,"-90.30243156771418,-0.7411882672199238",2024-08-16T10:32:26.264Z
55841586-150d-492b-b614-9682341a5f4d,1,Saludable,Adultas,1,"-90.29533323402366,-0.7430319837468357",2024-07-22T07:57:59.238Z
ce9b3946-f32b-4c2a-b4f9-de62f9602d34,4,Muerta,Jóvenes,1,"-90.30643641597781,-0.735734165078696",2024-08-09T09:53:32.477Z
302321a0-5515-42a1-b71c-7187e94d03d2,2,Muerta,Neonatas,1,"-90.2919680117987,-0.7425313913134461",2024-08-09T05:58:18.041Z
c7c13241-4c6e-41c0-96df-af6f2850583b,4,Saludable,Ancianas,0,"-90.30236025833123,-0.7363606611387421",2024-08-02T08:07:45.138Z
f93fcd32-6b2f-48be-b73d-203118062cac,2,Saludable,Jóvenes,0,"-90.30847342683784,-0.7429321518649536",2024-07-27T19:11:30.348Z
8d6214af-a074-4547-aad6-bcda4eb90f78,1,Saludable,Adultas,1,"-90.30707778049006,-0.7396146426789173",2024-08-15T04:38:36.172Z
8f0b4d8c-a298-4df4-8c62-b111115f6f99,1,Robusta,Adultas,0,"-90.30023807226578,-0.7403424317098679",2024-08-09T17:25:49.844Z
003a50b8-798a-4921-9019-662ba74a30b1,5,Robusta,Neonatas,1,"-90.3057616654514,-0.7368167558962119",2024-08-14T07:17:48.598Z
521b3062-5a57-4f37-a70a-58bfe3207dcc,2,Muerta,Neonatas,1,"-90.30217541262599,-0.7413851741686538",2024-08-11T16:27:25.507Z
aaa139bd-9f6b-4a7c-81bb-07f8c8ae16bd,2,Muerta,Ancianas,1,"-90.29580367970946,-0.7435178645634057",2024-08-17T12:54:57.317Z
b6ba6b7f-f2c5-47b6-b3f0-501b750b6f54,5,Delgada,Ancianas,1,"-90.29273395251222,-0.7418390148364835",2024-08-11T20:19:24.170Z
d178d1bb-5795-4836-b26f-08800ebb8ba2,4,Esquelética,Adultas,1,"-90.29859550218282,-0.7398110587135979",2024-07-18T20:48:02.575Z
4163495f-06fe-435b-b745-644a1bf6f8e0,3,Esquelética,Neonatas,1,"-90.30497686654901,-0.7393841098292353",2024-08-16T10:32:36.511Z
ae4ab85f-a8ac-4bde-be96-0e0fce8b0c4a,1,Esquelética,Jóvenes,0,"-90.29782497095437,-0.7396608005414436",2024-07-26T19:44:07.228Z
8fadf886-effa-4ed0-ab82-367f01f97b6e,5,Saludable,Ancianas,0,"-90.29333558031765,-0.7442606911940252",2024-07-29T02:55:03.831Z
ea150f44-2baf-47cc-b5e6-7c93271ee067,5,Saludable,Neonatas,1,"-90.29778503741962,-0.7451427629894404",2024-07-31T08:10:27.112Z
b9f5ca06-7cc8-4fbf-8fa8-49e7d1402b79,3,Muerta,Jóvenes,1,"-90.2985757022386,-0.7402678427463356",2024-07-23T07:12:06.480Z
44c164da-6a66-439e-802b-0f4304af2c0c,1,Saludable,Adultas,1,"-90.29799757458504,-0.7378324249817431",2024-08-07T13:09:02.747Z
a464fcd3-b12e-4435-9cf0-a84cede70195,4,Esquelética,Ancianas,1,"-90.28937522635132,-0.7436023988905056",2024-08-04T09:51:21.730Z
a9ff0ee9-27d5-47ac-9718-3c135787370a,1,Esquelética,Jóvenes,0,"-90.30762050956346,-0.7412549495928287",2024-08-04T16:55:01.533Z
7d9a11d7-4dad-4c04-8614-97a6e644e01b,2,Delgada,Ancianas,0,"-90.30447004422155,-0.7360730891791418",2024-07-20T06:22:33.090Z
cffa8786-3eae-4b04-9536-d1b5083017f0,5,Robusta,Adultas,0,"-90.3002997049753,-0.7392487035012112",2024-07-24T10:13:34.340Z
5a4d7bc5-406d-48c6-b843-872a0729949a,1,Delgada,Neonatas,0,"-90.29399515889185,-0.739029616926602",2024-08-10T05:26:19.381Z
09ba51df-d972-4ce5-98a0-2deb5bfac0a5,5,Robusta,Adultas,0,"-90.30759682181122,-0.7423720912240677",2024-08-12T11:00:59.725Z
3be29184-2a3e-4572-9c6a-d2bd9e469016,5,Delgada,Neonatas,0,"-90.29553504639915,-0.7401052513418411",2024-07-18T04:30:45.933Z
98d85e1d-bb2e-4c44-bf05-0d7499969b71,4,Delgada,Ancianas,1,"-90.2969319516464,-0.7368577206802166",2024-07-19T19:45:11.874Z
7a337f8f-f99e-4bcc-a6ca-b34ad73229d5,2,Robusta,Adultas,0,"-90.29998416020646,-0.7381737542964538",2024-08-10T08:41:28.127Z
8bdd70ba-af07-4bc6-81a3-f77a0eefb7df,5,Saludable,Adultas,1,"-90.30028296033537,-0.7423708356882556",2024-08-13T10:48:24.020Z
b906594b-fc68-4f39-9d4a-f9cbb369124e,5,Esquelética,Jóvenes,0,"-90.29660198339671,-0.7383923545751617",2024-07-24T23:52:50.364Z
a15645d8-5f48-4fdb-b257-56a8e8a99038,5,Esquelética,Adultas,0,"-90.30004256156064,-0.7421016333321383",2024-07-24T04:38:23.438Z
2d34f891-151b-4b54-b4bd-c85db39ec510,5,Robusta,Ancianas,1,"-90.30479597663545,-0.7357953100568263",2024-07-20T14:50:09.041Z
8fddb441-5405-474e-821a-4dbbf55572a2,3,Robusta,Adultas,1,"-90.30257977694119,-0.736270441293464",2024-07-25T06:41:08.532Z
ce064656-00e8-4a82-8fd5-c46f49de1d02,3,Saludable,Adultas,0,"-90.30551965235601,-0.7352269458810725",2024-08-08T07:59:23.811Z
c8a78fba-1948-49d1-88fd-afc40dd2eedd,1,Saludable,Adultas,0,"-90.29924162991921,-0.7396089521458401",2024-07-23T21:03:16.644Z
b3c42e55-a337-43ed-8320-604601c1bf6a,4,Robusta,Jóvenes,1,"-90.29506053351957,-0.741513709534329",2024-07-25T19:49:23.470Z
d426c124-4abb-435f-8a17-8152312b5d51,3,Robusta,Ancianas,1,"-90.29287050867725,-0.7395257993905635",2024-08-10T00:56:14.064Z
c7ac49a9-38ad-46ee-8a83-4e4ad8fee36e,4,Muerta,Adultas,0,"-90.30237192807478,-0.7406490116585871",2024-07-30T15:12:11.389Z
42367a35-e2f4-46b9-9e2c-8d338fb73d15,5,Esquelética,Neonatas,1,"-90.3063509853163,-0.7387837862148807",2024-07-23T09:43:17.088Z
c5be024d-8354-4bb6-8430-779f9d648572,2,Robusta,Neonatas,0,"-90.30632185604046,-0.7408985357316837",2024-07-18T23:49:45.026Z
e468feec-e608-41c2-a594-08dd3f0224f9,3,Saludable,Ancianas,1,"-90.29423761403474,-0.7388114823629959",2024-08-12T02:13:39.904Z
617222b2-8384-49ca-a434-7ff28b845ab9,5,Muerta,Jóvenes,1,"-90.30674095226543,-0.7399011634106472",2024-07-20T20:36:02.472Z
dae3131b-74b8-4f50-95b4-3c649b34bc65,1,Esquelética,Jóvenes,1,"-90.30192309242383,-0.7411787701873203",2024-08-12T05:37:41.727Z
310512d5-8fab-47cb-8749-72a4ece17b15,4,Delgada,Jóvenes,0,"-90.29909726295828,-0.7429935947042382",2024-08-13T14:43:56.084Z
9ed6aee5-7f52-425c-81ee-cbdf5961a154,4,Saludable,Adultas,0,"-90.29367665438825,-0.7448914508226879",2024-07-31T11:59:00.772Z
c2263458-be96-4b8a-a4a4-1d870265c029,1,Robusta,Ancianas,0,"-90.30694527146733,-0.7394134759517287",2024-07-25T17:13:41.565Z
59c32cc3-34db-4377-afde-33ef6d9273c0,1,Muerta,Neonatas,1,"-90.29499138945104,-0.7380050300806511",2024-07-19T12:55:02.981Z
f71605f2-a473-4fb1-825e-6c455dfba1bf,5,Delgada,Ancianas,0,"-90.29654598286648,-0.7399991256774988",2024-07-27T09:20:57.619Z
0a3df589-4c98-41a6-a9e3-bd8f72b798d7,4,Delgada,Jóvenes,1,"-90.29358167347945,-0.7440628009338257",2024-07-31T21:24:57.698Z
1930f885-3caa-477e-9e61-b1fdc64000d2,4,Esquelética,Adultas,1,"-90.2924633326067,-0.7419416355681897",2024-08-14T00:53:41.579Z
5ec8cfb6-f8db-4e50-a37e-f2b11c5f0e32,5,Saludable,Ancianas,0,"-90.30875314660838,-0.7407470440802681",2024-08-04T19:37:45.489Z
0885826c-4eaa-41b9-bd54-c5af1c2fb8c7,4,Saludable,Jóvenes,0,"-90.29776664023493,-0.7400024522724694",2024-07-26T04:40:42.580Z
cfbea724-1395-4f34-9b9f-46c842beadc4,1,Delgada,Ancianas,1,"-90.30528927716638,-0.740357240634976",2024-07-23T03:54:16.139Z
b4715600-e2bd-4011-963f-f48119b4f0e0,4,Delgada,Neonatas,0,"-90.29101597667868,-0.7440768276001462",2024-08-15T09:29:08.442Z
bca51cc4-cb7a-4ebf-8502-b34cd4b45818,3,Saludable,Adultas,0,"-90.29752420376633,-0.7394878378848779",2024-07-31T23:47:54.111Z
d27d1a9c-dadb-4d25-8adb-2668d35c95c3,1,Delgada,Adultas,0,"-90.3026404904049,-0.7390618106904164",2024-07-19T11:55:46.048Z
5192481c-4735-4b07-b445-adb204681db9,2,Robusta,Jóvenes,0,"-90.29383761547088,-0.7386198917457526",2024-08-08T14:43:12.630Z
3d14627f-7641-45c6-b502-d56e049dbf8e,2,Delgada,Neonatas,0,"-90.29423840193854,-0.7404419072573265",2024-08-12T00:34:48.278Z
0840c3b9-5cef-4750-ad8d-a562184e3457,4,Saludable,Ancianas,1,"-90.3077904600133,-0.7375478850215735",2024-07-19T21:27:32.888Z
